BHK,City,Size_sqft,Floors,Bathrooms,Furnishing,Property_Type,Age_years,Parking,Price
3,Surat,2819.0,13,1,Fully-furnished,Independent House,28.0,Yes,14348036.575126251
5,Hyderabad,3428.0,5,2,Fully-furnished,Independent House,17.0,No,29150608.721151184
2,Bangalore,3663.0,8,4,Fully-furnished,Apartment,7.0,No,31510165.549402576
3,Kolkata,3434.0,8,2,Semi-furnished,Independent House,26.0,No,16550092.1714014
2,Chennai,1646.0,9,1,Semi-furnished,Villa,13.0,No,11695748.812361918
3,Surat,3323.0,14,4,Semi-furnished,Villa,9.0,Yes,15709256.123697395
4,Ahmedabad,3005.0,1,3,Unfurnished,Apartment,13.0,No,16006302.725603636
5,Kolkata,1311.0,14,4,Unfurnished,Independent House,19.0,No,8770330.167559426
2,Kolkata,555.0,12,1,Fully-furnished,Apartment,26.0,No,4446295.634919064
3,Jaipur,1207.0,4,4,Unfurnished,Apartment,21.0,No,6773383.720759002
2,Ahmedabad,1509.0,6,2,Semi-furnished,Villa,12.0,Yes,9711157.438887062
3,Mumbai,4618.0,5,1,Unfurnished,Villa,22.0,No,51317031.4764869
3,Kolkata,4348.0,4,1,Semi-furnished,Apartment,16.0,Yes,21813233.232769668
1,Bangalore,3816.0,13,3,Unfurnished,Independent House,5.0,No,25382073.44222067
1,Chennai,3989.0,11,3,Semi-furnished,Villa,14.0,Yes,23971794.376424655
1,Hyderabad,4826.0,3,2,Unfurnished,Independent House,7.0,Yes,29006648.28936192
2,Pune,4805.0,2,2,Fully-furnished,Independent House,4.0,Yes,30217882.598354474
4,Ahmedabad,1900.0,9,4,Unfurnished,Apartment,29.0,No,10030680.08177781
3,Delhi,1693.0,10,2,Unfurnished,Apartment,7.0,Yes,17257046.871173956
5,Pune,1997.0,3,2,Fully-furnished,Independent House,21.0,Yes,14262739.98570594
1,Pune,1750.0,4,2,Fully-furnished,Villa,22.0,No,10817196.928303702
2,Bangalore,1372.0,1,4,Semi-furnished,Villa,8.0,No,12267832.684502628
2,Surat,2910.0,1,1,Fully-furnished,Villa,6.0,No,15506614.297437984
2,Pune,4050.0,10,1,Unfurnished,Villa,17.0,No,20351913.521339405
5,Chennai,2078.0,9,4,Semi-furnished,Independent House,13.0,Yes,16371101.308830777
5,Pune,974.0,11,2,Unfurnished,Villa,7.0,No,7875313.293609351
1,Surat,4790.0,4,3,Semi-furnished,Villa,0.0,Yes,22411098.170040973
5,Jaipur,4066.0,10,4,Semi-furnished,Apartment,16.0,No,19171112.36768692
1,Kolkata,4548.0,4,3,Fully-furnished,Villa,25.0,Yes,23301589.351196423
5,Mumbai,770.0,6,2,Unfurnished,Apartment,5.0,No,16200491.98272166
5,Bangalore,4051.0,2,1,Semi-furnished,Villa,13.0,No,31120250.24776091
5,Jaipur,4957.0,6,3,Semi-furnished,Apartment,23.0,No,20402113.287033856
1,Chennai,4383.0,13,3,Semi-furnished,Independent House,25.0,No,25702074.58576764
3,Chennai,3119.0,7,3,Semi-furnished,Villa,16.0,Yes,19479021.04615071
1,Surat,1494.0,1,3,Fully-furnished,Apartment,16.0,No,7570648.201292188
3,Hyderabad,1268.0,8,1,Fully-furnished,Villa,11.0,No,12851786.065787844
2,Bangalore,1044.0,13,1,Unfurnished,Independent House,,No,9646806.646073164
2,Bangalore,1431.0,6,3,Semi-furnished,Independent House,15.0,Yes,12236860.191319771
1,Jaipur,590.0,9,4,Unfurnished,Independent House,2.0,No,3925618.5590023072
3,Pune,4833.0,13,1,Unfurnished,Independent House,25.0,No,24386145.92025579
3,Kolkata,1350.0,4,1,Fully-furnished,Villa,25.0,No,8980360.135479875
3,Pune,3468.0,11,2,Semi-furnished,Independent House,16.0,No,20116872.99859831
2,Hyderabad,3577.0,2,2,Fully-furnished,Villa,1.0,Yes,28584498.94685614
1,Ahmedabad,3159.0,9,4,Semi-furnished,Independent House,12.0,No,16315689.268651202
4,Ahmedabad,1133.0,8,4,Semi-furnished,Villa,13.0,Yes,8705504.322317827
3,Delhi,3728.0,2,2,Unfurnished,Independent House,3.0,Yes,32521760.483172335
3,Jaipur,1724.0,8,2,Unfurnished,Independent House,29.0,No,7329740.761248922
4,Surat,1748.0,11,3,Fully-furnished,Apartment,23.0,Yes,9935103.995423643
1,Hyderabad,1482.0,8,2,Fully-furnished,Independent House,5.0,No,12405254.534513917
3,Kolkata,3010.0,5,4,Semi-furnished,Villa,19.0,Yes,15624577.712854512
1,Bangalore,4350.0,7,4,Unfurnished,Apartment,22.0,Yes,28296707.777081512
3,Chennai,4493.0,7,2,Unfurnished,Independent House,8.0,No,25481649.893107202
5,Hyderabad,1489.0,4,4,Semi-furnished,Independent House,13.0,Yes,13729651.265712403
3,Kolkata,2116.0,6,1,Fully-furnished,Apartment,21.0,Yes,13696627.642702367
5,Hyderabad,924.0,10,4,Semi-furnished,Villa,16.0,No,10221062.376286069
1,Pune,1930.0,6,3,Unfurnished,Apartment,7.0,No,10949520.768178545
3,Delhi,2135.0,13,1,Fully-furnished,Apartment,18.0,Yes,24754726.722143896
2,Kolkata,4700.0,6,1,Semi-furnished,Independent House,20.0,Yes,22327423.842482585
2,Pune,677.0,9,1,Unfurnished,Villa,1.0,Yes,4787553.215578174
4,Jaipur,4276.0,2,2,Fully-furnished,Villa,16.0,No,22468758.497486074
2,Chennai,1219.0,10,3,Semi-furnished,Apartment,6.0,Yes,10047216.428240165
5,Surat,3628.0,8,2,Fully-furnished,Apartment,2.0,Yes,20297607.542958528
2,Delhi,3501.0,8,3,Semi-furnished,Independent House,3.0,Yes,33562571.800827615
2,Kolkata,3289.0,1,4,Unfurnished,Independent House,17.0,No,15724346.796266608
2,Kolkata,1153.0,11,4,Semi-furnished,Apartment,13.0,No,6946477.732638404
3,Mumbai,3122.0,13,4,Semi-furnished,Apartment,19.0,Yes,40641159.84621749
4,Pune,4056.0,14,1,Unfurnished,Villa,27.0,No,22192375.87503785
1,Bangalore,3892.0,14,4,Fully-furnished,Apartment,12.0,No,31999550.111699443
4,Jaipur,4903.0,2,3,Fully-furnished,Independent House,24.0,Yes,23375837.348739408
5,Jaipur,989.0,13,1,Unfurnished,Apartment,24.0,Yes,5062268.334648395
3,Kolkata,1844.0,14,2,Unfurnished,Villa,16.0,No,10050741.273818156
3,Jaipur,1107.0,4,1,Fully-furnished,Villa,11.0,No,7439852.918184083
2,Delhi,4091.0,5,2,Unfurnished,Villa,6.0,Yes,34249837.44335911
2,Surat,4619.0,5,2,Fully-furnished,Villa,2.0,Yes,24432402.77511441
5,Ahmedabad,1252.0,6,2,Unfurnished,Villa,4.0,No,9037913.695777535
3,Surat,3548.0,7,1,Unfurnished,Independent House,20.0,No,16055214.594737997
1,Surat,4944.0,1,4,Unfurnished,Villa,19.0,No,20513119.01929186
4,Surat,4620.0,7,2,Unfurnished,Independent House,0.0,Yes,19899115.457407065
3,Mumbai,3961.0,6,3,Unfurnished,Independent House,13.0,Yes,45545285.977979444
1,Bangalore,1514.0,5,3,Unfurnished,Villa,26.0,No,10249232.694405634
1,Ahmedabad,2268.0,14,3,Fully-furnished,Villa,8.0,No,13852153.967289187
4,Ahmedabad,1458.0,6,3,Unfurnished,Independent House,20.0,No,9040723.619071452
1,Surat,2091.0,11,2,Semi-furnished,Independent House,26.0,Yes,9431405.107620165
5,Ahmedabad,3761.0,8,3,Fully-furnished,Villa,14.0,Yes,24225228.691774003
1,Kolkata,3088.0,13,1,Semi-furnished,Independent House,1.0,Yes,15203932.596163003
5,Delhi,3038.0,12,3,Unfurnished,Apartment,17.0,Yes,28984295.44390595
1,Bangalore,1290.0,6,3,Fully-furnished,Apartment,3.0,No,13103021.739028256
2,Jaipur,4767.0,5,4,Semi-furnished,Independent House,1.0,Yes,19802176.50674685
1,Delhi,4516.0,6,1,Unfurnished,Independent House,29.0,Yes,35846437.44853292
5,Kolkata,4894.0,9,1,Fully-furnished,Independent House,12.0,No,29116566.990098912
1,Mumbai,3598.0,12,4,Unfurnished,Apartment,20.0,No,39018253.241653875
1,Bangalore,1147.0,1,3,Semi-furnished,Independent House,17.0,No,10042466.855307896
1,Mumbai,1975.0,14,2,Fully-furnished,Villa,19.0,Yes,28266090.85186237
5,Hyderabad,2560.0,3,1,Fully-furnished,Apartment,3.0,Yes,22695562.705122687
1,Chennai,1623.0,3,2,Fully-furnished,Independent House,2.0,Yes,13365311.557964051
4,Mumbai,1115.0,9,2,Fully-furnished,Apartment,25.0,No,20820687.999011695
4,Pune,1784.0,3,3,Fully-furnished,Apartment,6.0,Yes,14588320.828816667
5,Chennai,2825.0,6,2,Semi-furnished,Apartment,1.0,Yes,20072312.896508414
2,Surat,3637.0,9,2,Fully-furnished,Villa,13.0,Yes,19094551.706697665
4,Surat,4172.0,10,2,Fully-furnished,Villa,4.0,No,23074013.90551883
3,Delhi,3355.0,5,4,Unfurnished,Villa,1.0,Yes,30534574.812867317
4,Kolkata,2123.0,10,4,Fully-furnished,Apartment,8.0,Yes,13670226.165296242
3,Ahmedabad,3949.0,11,3,Semi-furnished,Independent House,15.0,No,21306357.489001058
5,Chennai,3203.0,9,1,Semi-furnished,Apartment,27.0,Yes,20870595.17188222
2,Jaipur,1640.0,9,3,Semi-furnished,Independent House,21.0,Yes,7182839.771067924
3,Bangalore,3330.0,6,1,Unfurnished,Independent House,27.0,Yes,22253156.343197655
3,Hyderabad,998.0,8,2,Fully-furnished,Villa,29.0,No,9404759.55253406
4,Kolkata,1603.0,9,1,Semi-furnished,Independent House,7.0,No,10490223.066202302
3,Kolkata,3589.0,9,1,Fully-furnished,Independent House,5.0,No,21231144.509326145
5,Hyderabad,2252.0,8,1,Semi-furnished,Villa,2.0,Yes,19625707.610567503
5,Jaipur,4514.0,13,1,Semi-furnished,Independent House,6.0,No,20298660.92612247
5,Mumbai,1113.0,4,4,Semi-furnished,Villa,17.0,Yes,20480541.414114807
4,Jaipur,3547.0,8,2,Unfurnished,Apartment,15.0,Yes,14388606.440247737
2,Jaipur,1143.0,2,1,Fully-furnished,Independent House,3.0,No,7203540.539140623
4,Chennai,3368.0,3,1,Fully-furnished,Villa,25.0,Yes,24285274.665599287
5,Pune,4653.0,9,2,Fully-furnished,Apartment,20.0,Yes,29795939.375548396
4,Bangalore,1635.0,10,1,Fully-furnished,Apartment,3.0,Yes,18282519.542424623
5,Kolkata,4199.0,4,3,Semi-furnished,Villa,15.0,No,22111952.62064844
1,Delhi,2862.0,2,1,Fully-furnished,Independent House,17.0,Yes,29430485.134008266
1,Ahmedabad,661.0,3,3,Unfurnished,Independent House,1.0,Yes,4179221.032982375
3,Jaipur,2321.0,7,3,Unfurnished,Independent House,21.0,No,10221429.242050106
2,Hyderabad,4919.0,9,3,Unfurnished,Independent House,26.0,No,29202005.63416821
1,Jaipur,3265.0,7,4,Fully-furnished,Villa,11.0,Yes,16779111.786567602
5,Hyderabad,3902.0,8,4,Unfurnished,Apartment,8.0,No,25722001.90457832
4,Bangalore,3127.0,3,2,Semi-furnished,Independent House,6.0,No,25599096.201823063
4,Surat,4493.0,7,3,Unfurnished,Villa,7.0,No,19597046.761838663
3,Bangalore,556.0,1,4,Fully-furnished,Villa,5.0,Yes,9594119.083767794
4,Delhi,3737.0,12,3,Semi-furnished,Independent House,11.0,Yes,36962457.17717965
1,Pune,2844.0,6,4,Unfurnished,Independent House,28.0,Yes,13717622.95459903
4,Chennai,1119.0,3,2,Fully-furnished,Apartment,7.0,Yes,11623768.632281544
1,Hyderabad,3113.0,2,2,Fully-furnished,Villa,9.0,Yes,24146842.612329233
1,Pune,4761.0,14,4,Fully-furnished,Villa,3.0,Yes,28275317.99423629
2,Hyderabad,3335.0,4,4,Semi-furnished,Apartment,9.0,No,23062890.435215835
3,Chennai,1165.0,11,3,Fully-furnished,Independent House,6.0,Yes,10779896.000828726
5,Bangalore,627.0,14,2,Unfurnished,Independent House,18.0,Yes,7529156.50591589
1,Mumbai,4057.0,9,1,Unfurnished,Independent House,2.0,Yes,45781389.26127661
3,Pune,4671.0,6,3,Unfurnished,Independent House,11.0,Yes,23111708.154649857
5,Hyderabad,1134.0,12,4,Fully-furnished,Apartment,18.0,No,12717507.42459944
4,Pune,4108.0,9,3,Fully-furnished,Villa,29.0,Yes,25829695.967199598
3,Pune,4189.0,14,1,Unfurnished,Independent House,9.0,Yes,21169286.03626841
3,Hyderabad,1485.0,8,2,Semi-furnished,Apartment,20.0,Yes,12110469.329100506
3,Chennai,3073.0,5,1,Semi-furnished,Apartment,5.0,No,21355762.299299784
4,Chennai,1656.0,8,4,Semi-furnished,Villa,19.0,No,11821008.770862238
4,Ahmedabad,4368.0,2,4,Semi-furnished,Apartment,14.0,No,24355552.570330422
3,Ahmedabad,743.0,8,4,Fully-furnished,Villa,20.0,No,6363756.766661014
2,Bangalore,1267.0,1,4,Semi-furnished,Independent House,18.0,Yes,12431718.690318977
1,Kolkata,3717.0,11,4,Unfurnished,Villa,10.0,No,16308404.351888271
4,Pune,914.0,13,1,Fully-furnished,Independent House,7.0,No,9213068.465678303
2,Pune,3783.0,12,2,Fully-furnished,Independent House,9.0,Yes,22883797.76892805
4,Bangalore,4844.0,3,2,Unfurnished,Independent House,21.0,No,33315586.30791294
3,Delhi,3606.0,7,3,Unfurnished,Apartment,13.0,No,31107940.098468643
2,Bangalore,3386.0,4,3,Semi-furnished,Apartment,19.0,No,24708967.882563334
5,Kolkata,1361.0,13,3,Fully-furnished,Apartment,13.0,Yes,11142335.203911196
1,Bangalore,3857.0,11,4,Semi-furnished,Independent House,14.0,Yes,29000689.854002655
1,Delhi,4433.0,7,2,Semi-furnished,Apartment,11.0,Yes,40249260.64977482
4,Chennai,4264.0,1,4,Fully-furnished,Independent House,16.0,Yes,29983998.723593954
1,Pune,709.0,7,3,Unfurnished,Apartment,9.0,No,4796719.683842494
5,Kolkata,2657.0,14,4,Fully-furnished,Independent House,11.0,Yes,16251762.755071294
2,Mumbai,2877.0,3,1,Unfurnished,Independent House,28.0,Yes,32349676.20359485
2,Ahmedabad,2689.0,2,3,Unfurnished,Villa,18.0,No,13103010.40535091
3,Surat,1175.0,9,2,Semi-furnished,Independent House,28.0,No,6486802.203971157
2,Bangalore,1855.0,2,2,Semi-furnished,Villa,7.0,Yes,16057364.405578276
4,Hyderabad,525.0,3,3,Semi-furnished,Villa,29.0,Yes,6675528.325739884
5,Chennai,3193.0,3,2,Fully-furnished,Independent House,26.0,Yes,23513652.22014368
3,Pune,2150.0,4,2,Fully-furnished,Apartment,15.0,No,15085298.073094115
4,Surat,3458.0,11,3,Unfurnished,Apartment,17.0,No,14340575.235223487
4,Hyderabad,4957.0,7,3,Unfurnished,Villa,19.0,Yes,30767708.251680244
4,Delhi,2182.0,7,4,Fully-furnished,Independent House,26.0,Yes,25532161.854815304
1,Bangalore,4955.0,9,4,Fully-furnished,Independent House,9.0,Yes,39563585.8302475
4,Ahmedabad,2466.0,10,1,Unfurnished,Independent House,20.0,No,12155726.710987622
1,Ahmedabad,3786.0,8,2,Unfurnished,Villa,10.0,Yes,17890411.417526804
2,Mumbai,1495.0,6,3,Fully-furnished,Independent House,5.0,No,25297722.863446806
1,Surat,576.0,6,1,Semi-furnished,Apartment,27.0,Yes,3547831.734575033
4,Ahmedabad,2642.0,5,2,Fully-furnished,Villa,29.0,Yes,16138171.917541837
5,Delhi,1456.0,2,2,Semi-furnished,Villa,28.0,No,17481939.479247235
5,Surat,3544.0,6,1,Semi-furnished,Villa,17.0,Yes,17671455.75473962
2,Surat,717.0,6,2,Fully-furnished,Apartment,12.0,No,5303890.961433552
4,Ahmedabad,4446.0,12,3,Unfurnished,Apartment,10.0,Yes,21865872.57991056
1,Surat,2915.0,5,1,Semi-furnished,Villa,13.0,No,13273114.516128512
5,Pune,3845.0,14,1,Fully-furnished,Apartment,13.0,No,25395118.853772193
3,Mumbai,1967.0,6,4,Semi-furnished,Apartment,22.0,No,26303779.72631056
4,Ahmedabad,3372.0,5,3,Semi-furnished,Apartment,24.0,Yes,19414638.962524712
4,Pune,532.0,11,4,Unfurnished,Independent House,24.0,Yes,5917660.347813449
3,Mumbai,3419.0,14,1,Semi-furnished,Independent House,3.0,Yes,44629511.89585644
5,Chennai,3987.0,12,3,Fully-furnished,Villa,9.0,No,29889181.771631707
3,Mumbai,924.0,4,3,Semi-furnished,Villa,19.0,No,16671761.878268795
2,Jaipur,3578.0,3,4,Fully-furnished,Independent House,26.0,No,17199785.143337257
1,Surat,2317.0,14,2,Semi-furnished,Villa,17.0,No,11632992.774540927
1,Delhi,4426.0,1,2,Unfurnished,Independent House,8.0,Yes,37439365.22183576
5,Ahmedabad,4518.0,11,2,Unfurnished,Independent House,20.0,Yes,22285750.04968486
3,Chennai,4794.0,4,4,Semi-furnished,Villa,12.0,No,29773709.744414225
4,Jaipur,1214.0,13,2,Unfurnished,Independent House,22.0,Yes,6936104.409018211
4,Delhi,3707.0,9,4,Semi-furnished,Villa,18.0,Yes,35589802.25676639
4,Bangalore,4480.0,7,4,Semi-furnished,Apartment,7.0,Yes,35157524.135879025
2,Delhi,4883.0,7,2,Unfurnished,Apartment,10.0,No,40444177.34558883
2,Surat,2524.0,7,4,Unfurnished,Independent House,22.0,No,12107384.879378762
4,Pune,4373.0,14,4,Semi-furnished,Independent House,7.0,No,25279332.33806206
5,Mumbai,4229.0,4,3,Fully-furnished,Apartment,17.0,Yes,62415841.67489
2,Bangalore,3114.0,12,1,Fully-furnished,Apartment,23.0,No,26051874.995409954
2,Mumbai,1310.0,7,4,Unfurnished,Independent House,16.0,No,16864815.916344173
1,Surat,2955.0,11,1,Unfurnished,Apartment,28.0,Yes,12501214.94353616
1,Ahmedabad,2530.0,2,2,Fully-furnished,Independent House,9.0,Yes,16279814.109727442
5,Chennai,2285.0,12,3,Fully-furnished,Apartment,21.0,Yes,17593758.026602346
2,Bangalore,2472.0,8,3,Semi-furnished,Apartment,29.0,Yes,17749773.771327995
2,Ahmedabad,1216.0,10,4,Unfurnished,Independent House,21.0,No,7027555.27410953
3,Jaipur,1324.0,8,3,Semi-furnished,Independent House,25.0,Yes,6719514.965032259
5,Ahmedabad,2227.0,9,1,Semi-furnished,Independent House,9.0,No,14629529.920304656
5,Hyderabad,2732.0,5,4,Fully-furnished,Independent House,22.0,No,22422453.327625617
3,Bangalore,1262.0,10,3,Semi-furnished,Villa,3.0,No,13765033.18724768
3,Ahmedabad,521.0,8,2,Unfurnished,Villa,7.0,No,4622527.625321759
1,Pune,2759.0,2,4,Unfurnished,Independent House,1.0,No,14645655.27107365
5,Pune,3805.0,10,3,Unfurnished,Villa,13.0,No,20739128.664141588
5,Jaipur,4767.0,10,4,Semi-furnished,Apartment,7.0,No,22396614.693115085
3,Mumbai,2041.0,8,2,Semi-furnished,Independent House,22.0,No,26991863.910711195
4,Kolkata,4839.0,10,4,Unfurnished,Villa,25.0,Yes,21632443.624558028
4,Ahmedabad,920.0,9,1,Fully-furnished,Independent House,21.0,Yes,7391658.992710447
1,Surat,4044.0,6,1,Fully-furnished,Apartment,13.0,Yes,21207882.578168776
4,Bangalore,4936.0,6,3,Unfurnished,Apartment,7.0,No,33818518.338271946
4,Ahmedabad,2483.0,4,1,Semi-furnished,Independent House,17.0,No,14785598.12271691
4,Mumbai,622.0,13,1,Semi-furnished,Villa,7.0,Yes,14677022.938430123
2,Ahmedabad,933.0,8,4,Semi-furnished,Independent House,9.0,No,7811324.001895937
1,Kolkata,4665.0,7,4,Semi-furnished,Independent House,3.0,Yes,22224682.373684127
3,Chennai,3982.0,12,3,Unfurnished,Apartment,10.0,Yes,23205793.964015372
4,Kolkata,3384.0,9,1,Semi-furnished,Independent House,13.0,No,16726882.922906067
2,Surat,3138.0,1,2,Unfurnished,Villa,22.0,No,13492638.559787069
4,Kolkata,4377.0,10,3,Unfurnished,Independent House,27.0,No,18851204.794648245
2,Surat,2115.0,8,2,Semi-furnished,Independent House,15.0,No,11494824.736483267
1,Mumbai,4308.0,8,1,Fully-furnished,Apartment,9.0,Yes,58637104.07553944
4,Bangalore,726.0,9,3,Semi-furnished,Apartment,14.0,No,8649794.58333054
2,Kolkata,1035.0,7,2,Fully-furnished,Apartment,7.0,Yes,7971957.089213393
5,Pune,1622.0,9,3,Fully-furnished,Apartment,14.0,Yes,12728529.210752018
5,Jaipur,4865.0,10,4,Unfurnished,Villa,18.0,Yes,19128787.774653964
2,Kolkata,4034.0,8,4,Fully-furnished,Apartment,27.0,Yes,21941714.189530164
4,Bangalore,1158.0,9,2,Fully-furnished,Independent House,7.0,No,13874542.460585238
4,Mumbai,3607.0,9,4,Unfurnished,Apartment,16.0,Yes,42941402.95974716
1,Pune,2821.0,1,4,Semi-furnished,Villa,24.0,Yes,15878205.849532869
1,Surat,1666.0,3,2,Fully-furnished,Villa,17.0,No,9669731.969662894
3,Pune,2471.0,6,3,Semi-furnished,Apartment,1.0,No,14994734.151984273
1,Kolkata,516.0,12,2,Unfurnished,Apartment,4.0,No,3515184.141604607
4,Mumbai,2403.0,11,4,Fully-furnished,Apartment,15.0,No,37629288.31884118
3,Surat,2112.0,7,3,Unfurnished,Apartment,23.0,Yes,9546566.706802098
1,Delhi,4206.0,4,4,Unfurnished,Independent House,16.0,No,34315839.68583674
2,Hyderabad,935.0,10,1,Unfurnished,Independent House,14.0,No,7873430.9935642
5,Ahmedabad,4571.0,2,2,Fully-furnished,Villa,18.0,No,29038516.93324378
1,Chennai,3955.0,14,2,Unfurnished,Apartment,23.0,Yes,22055832.36287337
1,Bangalore,2504.0,12,2,Semi-furnished,Apartment,22.0,No,18643546.445959542
2,Bangalore,3233.0,4,2,Unfurnished,Independent House,26.0,Yes,21773630.54526811
4,Bangalore,762.0,6,1,Fully-furnished,Apartment,21.0,Yes,9516858.549337741
2,Delhi,2941.0,13,3,Fully-furnished,Independent House,14.0,No,32380758.441296183
1,Mumbai,1307.0,4,3,Fully-furnished,Villa,29.0,No,19226847.326746345
4,Pune,3012.0,12,3,Semi-furnished,Villa,12.0,No,18504793.43892845
3,Surat,857.0,10,1,Fully-furnished,Apartment,16.0,Yes,6651365.235217507
1,Pune,2901.0,2,1,Semi-furnished,Apartment,19.0,No,16686669.785777058
2,Pune,1774.0,9,3,Unfurnished,Apartment,11.0,Yes,11146368.601673365
3,Chennai,4971.0,1,3,Semi-furnished,Independent House,2.0,No,31153009.366443865
5,Bangalore,1488.0,10,1,Unfurnished,Independent House,27.0,Yes,13007904.305332387
3,Bangalore,517.0,7,4,Unfurnished,Villa,9.0,No,6470144.772111018
2,Delhi,2238.0,9,1,Unfurnished,Independent House,9.0,Yes,20755508.289247584
3,Pune,3263.0,3,2,Fully-furnished,Apartment,22.0,No,21399161.31686343
2,Chennai,3497.0,11,3,Semi-furnished,Villa,12.0,Yes,21033886.573007364
1,Hyderabad,1413.0,6,4,Fully-furnished,Apartment,23.0,Yes,11088616.573640471
4,Delhi,1065.0,9,3,Fully-furnished,Independent House,27.0,No,15272399.609511184
5,Delhi,3412.0,9,4,Semi-furnished,Independent House,6.0,Yes,35207202.48924739
4,Ahmedabad,1852.0,4,3,Unfurnished,Apartment,4.0,No,11206452.854441328
4,Hyderabad,1971.0,12,3,Semi-furnished,Apartment,8.0,Yes,16342799.607498767
4,Bangalore,3663.0,8,3,Fully-furnished,Villa,3.0,Yes,33832492.48508076
2,Pune,1111.0,8,2,Semi-furnished,Independent House,2.0,No,8850339.029085277
2,Bangalore,1562.0,11,1,Unfurnished,Independent House,10.0,No,12147186.994394366
5,Delhi,935.0,7,4,Fully-furnished,Villa,23.0,Yes,15707746.335346876
2,Bangalore,1147.0,6,2,Semi-furnished,Villa,16.0,No,10476575.587135792
2,Mumbai,2909.0,3,2,Unfurnished,Independent House,25.0,No,31773683.296576332
2,Kolkata,4517.0,12,3,Fully-furnished,Villa,1.0,Yes,25778741.07253045
2,Hyderabad,3109.0,4,4,Fully-furnished,Independent House,25.0,No,23067910.49736148
1,Pune,582.0,14,4,Unfurnished,Independent House,27.0,No,3976865.616772309
5,Hyderabad,2289.0,12,4,Semi-furnished,Villa,20.0,Yes,17752717.405460924
2,Ahmedabad,1550.0,9,4,Unfurnished,Villa,8.0,Yes,7668203.897365343
5,Bangalore,4338.0,10,4,Fully-furnished,Villa,5.0,No,39036945.116973884
3,Bangalore,4616.0,7,2,Unfurnished,Independent House,22.0,No,31368919.414138187
1,Pune,3241.0,11,4,Fully-furnished,Villa,11.0,Yes,20164162.398415614
2,Pune,1297.0,8,2,Unfurnished,Independent House,18.0,Yes,7933686.507005913
1,Mumbai,3026.0,13,4,Semi-furnished,Apartment,20.0,Yes,36713025.45032551
1,Chennai,1262.0,6,3,Unfurnished,Villa,28.0,Yes,6322284.491276982
3,Jaipur,1117.0,12,2,Fully-furnished,Independent House,3.0,Yes,7931271.345143727
5,Ahmedabad,4380.0,1,2,Semi-furnished,Independent House,10.0,Yes,24507977.503589045
1,Bangalore,4932.0,11,4,Fully-furnished,Independent House,4.0,No,40218904.87353951
4,Pune,4363.0,12,4,Semi-furnished,Villa,19.0,Yes,24441380.83595798
3,Pune,4186.0,9,1,Fully-furnished,Villa,26.0,Yes,25853403.102984842
4,Kolkata,1267.0,11,3,Fully-furnished,Apartment,5.0,Yes,10391965.731151115
3,Ahmedabad,3685.0,3,3,Fully-furnished,Villa,19.0,No,21599876.030167017
4,Jaipur,1520.0,13,2,Semi-furnished,Apartment,21.0,Yes,7311933.689966717
4,Kolkata,3993.0,13,3,Fully-furnished,Apartment,15.0,No,23561874.14556524
1,Delhi,1577.0,3,1,Unfurnished,Apartment,10.0,No,14384439.888264589
1,Ahmedabad,3759.0,9,4,Fully-furnished,Apartment,23.0,Yes,21878413.786405075
3,Ahmedabad,4110.0,4,4,Fully-furnished,Villa,8.0,Yes,25219673.695334807
5,Delhi,2275.0,8,4,Semi-furnished,Apartment,21.0,No,24133277.424536165
1,Hyderabad,3378.0,14,2,Fully-furnished,Villa,22.0,Yes,24575429.284634326
1,Surat,2390.0,12,1,Fully-furnished,Villa,1.0,Yes,11834984.447752308
2,Mumbai,2126.0,11,2,Fully-furnished,Villa,3.0,Yes,33380698.41487679
1,Kolkata,4118.0,12,2,Fully-furnished,Villa,15.0,Yes,22366187.313718274
5,Surat,4784.0,13,3,Fully-furnished,Villa,3.0,No,26634282.13533926
2,Delhi,2071.0,4,3,Unfurnished,Independent House,27.0,No,17200651.983500794
4,Pune,4175.0,2,2,Unfurnished,Villa,27.0,Yes,20835490.553035416
4,Kolkata,2091.0,13,1,Semi-furnished,Villa,8.0,No,13043538.573749473
2,Surat,3126.0,5,2,Semi-furnished,Apartment,21.0,Yes,15624016.77710046
2,Jaipur,1692.0,11,2,Unfurnished,Apartment,7.0,Yes,8122084.189970514
2,Mumbai,4747.0,3,2,Semi-furnished,Apartment,25.0,Yes,56073270.37791189
3,Jaipur,1628.0,4,4,Unfurnished,Apartment,6.0,No,7157817.568872595
5,Pune,3938.0,12,4,Unfurnished,Apartment,29.0,Yes,20478060.29382836
5,Hyderabad,1615.0,3,1,Semi-furnished,Apartment,17.0,No,13904708.436151234
4,Ahmedabad,2408.0,1,3,Semi-furnished,Villa,20.0,No,14869529.525797501
4,Delhi,4252.0,4,3,Fully-furnished,Villa,8.0,No,46420998.88428597
4,Kolkata,1828.0,9,1,Unfurnished,Apartment,25.0,Yes,9963970.510014556
1,Chennai,4623.0,7,3,Unfurnished,Independent House,9.0,No,25015520.00379713
4,Jaipur,1811.0,13,2,Unfurnished,Independent House,26.0,Yes,8843248.406065606
2,Hyderabad,4950.0,6,4,Semi-furnished,Villa,21.0,No,32267660.338953946
4,Kolkata,4538.0,14,4,Unfurnished,Villa,10.0,No,21175386.368101563
2,Hyderabad,2362.0,10,3,Unfurnished,Independent House,24.0,No,14948922.2483404
